Year-Month,monthly_anomaly
1999-08,-4.765928657283444
1999-09,-2.419542057887364
1999-10,-0.11229126096041203
2000-02,-0.5563028677620439
2000-05,1.9759433501792898
2000-08,1.5395641696571498
2000-12,-3.0710622722646908
2001-04,-1.1049520307022203
2001-05,2.3930929469379443
2001-07,5.602409355606651
2001-09,7.00833899096955
2001-10,8.21213299777304
2002-02,8.043181510940444
2002-09,-2.3267336344940186
2002-11,-0.09239236055755823
2003-01,2.0956729033647483
2003-02,2.8163887788377346
2003-05,4.854499194309933
2003-08,-2.3730878341272015
2003-09,-7.630942062426729
2003-10,-6.159794088188302
2003-11,-5.899968511992924
2003-12,-3.8304776795195976
2004-02,-0.2610378140607646
2004-03,1.430198608558956
2004-05,1.8684554913705473
2004-06,4.036306995402939
2004-07,3.846360435375417
2004-08,3.959837511781017
2004-09,4.232232341629772
2005-02,4.767010988637576
2005-03,5.019905789501379
2005-05,4.382371872646774
2005-06,4.858940276181016
2005-07,5.5993659412423495
2005-08,5.329069297126597
2005-09,4.690357305000308
2005-10,3.4026698303223175
2005-11,3.3288095161381537
2006-01,2.642870722804035
2006-02,1.640094799744737
2006-03,-0.5359444398302432
2006-04,0.29105529930516477
2006-05,-0.459167183781645
2006-06,-0.7313347295524023
2006-07,-2.4335906416069695
2006-09,-2.405934919945353
2006-10,-3.631555174455558
2006-11,-2.9804606401896128
2006-12,-5.8252936402756195
2007-02,-6.052273527903213
2007-03,-3.842498546775291
2007-06,2.2275788889162986
2007-09,4.901253148366637
2007-10,5.523742570451246
2008-01,4.998737991465636
2008-04,3.6818318300926642
2008-07,6.119156353274225
2008-09,1.6281558315450413
2008-11,0.46988793604373974
2008-12,1.7366614826553632
2009-01,0.7771221561255174
2009-02,-1.4078492691697555
2009-03,-1.2045573779493473
2009-04,0.3560267523109356
2009-05,-0.0231422038485357
2009-09,-1.5964598298853399
2009-11,-4.525801973370446
2009-12,-3.1862589374036308
2010-02,-2.0082305366086324
2010-03,0.8811190257504101
2010-04,0.5813162087951581
2010-06,2.0774393177658155
2010-07,1.49192062533757
2010-08,-0.07620723652843564
2010-09,-0.14079171460817283
2010-10,-0.9505862431408492
2010-12,-1.2799585697566989
2011-01,-4.6424708381955995
2011-02,-4.953127873735628
2011-03,-5.633646566163875
2011-04,-6.475770196863724
2011-05,-6.555062609813323
2011-06,-7.032996998071561
2011-07,-8.577458019361172
2011-08,-7.129227856535824
2011-09,-6.615742491707639
2011-10,-7.296462946166247
2011-11,-7.480940544301028
2012-08,-4.541098893878767
2012-09,-7.249280195717252
2012-10,-7.506457266389583
2012-12,-4.749379656788259
2013-01,-5.513470307707503
2013-04,0.4953458400966094
2013-05,1.3263353491360832
2013-07,-1.417179459945465
2013-08,-3.1836673751310447
2013-09,-4.054105907600576
2013-10,-4.364299381208343
2014-01,-5.787423533637381
2014-02,-2.5669244707113776
2014-03,0.21095037226023663
2014-05,1.9449397073899788
2014-08,2.0035338068816007
2014-09,3.6220191717097845
2014-10,-0.4933576323646853
2014-11,0.25195286432910985
2015-01,-0.023078434642746143
2015-02,0.13142959291524287
2015-03,-1.825533717867171
2015-04,-0.5200002647718412
2015-05,-0.2941987037250816
2015-06,-0.45012553774004943
2015-07,-1.628736175536443
2015-08,-1.8958063662638134
2015-10,-1.0910111809512417
2015-11,-1.3932432179245882
2015-12,-2.618488276786347
2016-01,-1.65117575146434
2016-02,-0.10194964589541788
2016-03,1.9693279289876777
2016-04,3.4208585613055718
2016-05,4.118537312786657
2016-06,4.718076204542185
2016-07,5.152584232100173
2016-08,4.551775329260272
2016-09,2.8990076946235654
2016-10,1.9561617547466266
2016-11,0.45263680252400934
2016-12,0.8036263115634843
2017-01,1.1195190837990732
2017-03,2.0112346114526067
2017-04,2.104110980752751
2017-05,1.792559482453627
2017-06,2.979740262562922
2017-08,-0.15218618509218587
2017-09,-2.6243715441871003
2017-10,-4.889793499811463
2017-12,-5.476614922240105
2018-01,-5.84203502314598
2018-02,-5.547738900759412
2018-03,-2.989200095958753
2018-04,-1.3513688782085
2018-06,1.1402416242185638
2018-07,2.160278487345874
2018-08,3.681303004794169
2018-09,2.224461296083391
2018-10,2.3067655329828147
2018-11,4.191273560540805
2018-12,4.403250723901266
2019-02,4.442373658962208
2019-03,5.121245971005924
2019-05,2.3856625796230295
2019-06,5.298360443734549
2019-07,4.3711518277979104
2019-08,2.810147596631754
2019-09,4.567274936768577
2019-10,4.9098493440899755
2019-11,4.852161869411987
2019-12,1.2116199201420108
2020-01,1.9515934464482338
2020-02,2.3713141833906604
2020-03,1.2458580235704857
2020-04,-1.0915216133452101
2020-05,-2.593222237915222
2020-06,-3.2697360688740287
2020-07,-5.198851585061028
2020-08,-5.337163827899212
2020-09,-5.922612503509808
2020-10,-5.459921319394845
2020-11,-4.775079538301329
2020-12,-4.590720079093676
2021-01,-2.6922512911106624
2021-02,-3.3578400003565574
2021-03,-2.063922536762945
2021-04,-1.093924145188964
2021-05,2.4098540889823683
2021-07,2.834548352231014
2021-08,0.552146716731127
2021-09,-1.2532406845289326
2021-10,-3.0059749191828415
2021-11,-4.842152583967088
2021-12,-5.755815157185961
2022-01,-4.162026221953006
2022-02,-2.2212716068556806
2022-03,-1.1201981848634321
2022-04,-0.20154421169523212
2022-05,0.06586505043065578
2022-06,2.1457084399501976
2022-07,2.9238132912669386
2022-08,3.4296360466848803
2022-10,5.192731247445473
2022-11,5.2275211969925355
2022-12,5.2089687205706685
2023-01,3.065890031319615
2023-02,1.017955643061374
2023-03,-1.343553466495387
2023-04,-4.699007667721047
2023-05,-6.082308158992131
2023-07,-5.869665447155142
2023-08,-5.612317161149311
2023-10,-0.6203652651631099
2023-11,-0.3744783687110675
2023-12,-1.4282152261051082
2024-01,0.6280340203657226
2024-02,2.1468336348817596
2024-03,2.744454802179073
2024-04,2.679650130505329
2024-05,2.4583022489550435
2024-07,2.705750228926726
2024-10,-0.6457729845172219
2024-12,-1.0396541646826238
2025-02,2.51886806327287
2025-03,3.152873975247784
2025-04,4.681040554959588
2025-05,6.873186326660065
2025-06,7.095365252050882
2025-07,6.542819665726665
2025-08,4.504171256713925
2025-09,3.97616685163804
2025-10,4.17696103235126
2025-11,4.053497808523706
2025-12,1.7328906677141593
