Year-Month,monthly_anomaly,Value
2000-12,7.107518476944589,0.8
2001-03,11.11317559560182,0.9
2001-11,-9.164994372984083,0.7
2002-01,-5.923621222902602,0.4
2002-04,5.551105958438777,-0.1
2002-06,9.99753462412751,0.2
2002-08,13.092799173143527,-1.0
2002-09,3.604701615115208,-0.6
2002-12,-2.417765857486083,-1.1
2003-01,-5.701421681686518,-0.2
2003-02,-12.416127103026186,-0.7
2003-08,23.182360486666504,0.1
2003-11,13.33586690004512,-0.3
2004-05,-1.679240040708231,1.0
2004-06,-10.442555775359411,0.8
2004-07,-2.8489829764679597,-0.5
2004-10,-2.5032902693362735,-0.1
2005-02,-3.074880420446436,-3.1
2005-03,0.6731951423144159,0.3
2005-04,5.3438818648508795,-0.6
2005-05,6.402106403959925,-0.8
2005-07,4.679356840206852,0.2
2005-09,6.567761992795095,0.4
2005-11,0.6871779878495713,-0.2
2006-04,-0.0037815853064234713,1.1
2006-05,1.7970960219084176,-0.5
2006-06,8.376531882494904,0.2
2006-07,7.844012016962895,-0.6
2006-09,3.7916949473289145,-0.6
2006-12,-8.800486311176565,-0.3
2007-01,-4.446608801626646,-0.8
2007-02,1.3814017777494327,-0.1
2007-05,3.626551100582521,-0.1
2007-09,2.2402288511424384,0.2
2008-02,2.135643261545524,2.6
2008-08,-4.921643919727812,1.0
2008-11,-10.468269003372127,1.3
2008-12,-10.827524063317481,1.4
2009-01,-5.277333105835455,1.1
2009-03,-2.100773820161156,0.4
2009-05,-3.5722049439271815,-0.1
2009-06,-1.3850023676330627,0.1
2009-07,0.0990945187830658,0.2
2009-08,-0.9419000599838155,-0.2
2009-09,1.4896663380379755,0.3
2010-03,2.048209028783131,0.7
2010-05,-5.774218520941014,0.9
2010-11,-6.120114001120377,1.3
2011-01,3.8609233832354466,2.3
2011-03,9.332000623723475,2.5
2011-04,10.08012257730082,1.9
2011-05,9.87331084192746,0.4
2011-07,10.114863015254269,1.0
2011-09,7.010449146176658,1.0
2012-03,0.22543309064185735,0.7
2012-04,-2.4516978461482184,-0.3
2012-06,-3.121090551132859,0.4
2012-07,-1.3490177176171456,-0.0
2012-09,-6.527657278118224,0.2
2012-10,-5.060141928932356,0.3
2013-02,-12.946558352697725,-0.2
2013-03,-10.501042088998371,1.5
2013-04,-2.34453666776526,0.2
2013-05,0.5479861445767977,0.8
2013-06,-2.8585454712271225,1.2
2013-07,-4.290504140366552,0.8
2013-09,-2.1608740549395256,0.3
2013-10,-5.963875746053903,-0.1
2013-11,-8.984152504329495,0.7
2013-12,-6.78614166186326,0.1
2014-01,-6.548729396927524,1.4
2014-04,-5.70644958014538,0.8
2014-05,-4.749913670517925,0.5
2014-07,-4.2486294520048435,-0.2
2014-08,-3.9826518085495057,-0.7
2014-10,-6.927670434975422,-0.6
2014-12,-9.086929238437286,-0.6
2015-01,-5.604375373996107,-0.8
2015-04,1.6260209751302654,-0.0
2015-05,0.6164708408078312,-0.7
2015-07,-0.5566131641376901,-1.1
2015-11,-7.587368237480816,-0.5
2016-01,-2.650053530573394,-2.2
2016-03,1.2851321104091813,0.1
2016-04,4.196645663491979,-1.2
2016-05,4.107555217811149,0.4
2016-12,-10.683034923346092,0.3
2017-04,-10.46023124301824,-0.2
2017-05,-6.5313260044579025,0.3
2017-06,-7.491787458521041,0.4
2017-08,-6.501141565192059,0.5
2018-02,3.693144024956231,-0.5
2018-03,6.775232483472953,1.5
2018-04,3.1670331413193407,0.5
2018-05,0.24478392910427735,0.4
2018-07,-0.4179972309022512,0.2
2018-09,-1.8786977681920025,-0.9
2018-10,-4.132045326220318,0.4
2019-01,-3.341048708449069,-0.0
2019-02,-0.6756184886996078,-1.4
2019-03,3.640053599200178,0.3
2019-04,8.057792085121756,0.1
2019-05,10.180647629567867,-0.4
2019-06,8.201830792338264,0.5
2019-08,8.824941144864688,-0.1
2019-11,-6.883709480150737,-0.8
2020-01,-3.9225404654590936,0.2
2020-03,-4.756801979537514,0.1
2020-05,0.586182061166877,0.4
2020-07,-0.1899395880067231,0.4
2020-08,-0.07972985587886319,1.1
2020-11,2.354946005625912,0.7
2020-12,5.251214892969328,1.8
2021-01,3.8863978233353462,1.9
2021-02,5.6567079255760015,1.5
2021-04,5.752541461845166,0.3
2021-05,5.426218970978068,0.5
2021-06,5.716794259434221,0.4
2021-07,6.453457456899644,1.4
2021-08,5.044710254488704,0.6
2021-09,5.300645808498779,0.8
2021-10,6.716323317631681,0.7
2021-11,7.856730204820549,1.0
2022-02,9.139386376910974,1.1
2022-04,11.61498597394366,1.7
2022-05,14.57930774971232,1.4
2022-06,17.49371290230056,1.7
2022-09,16.619906675132814,1.6
2022-11,11.960489336853957,0.3
2023-02,8.475444754223386,1.4
2023-03,2.355582841041339,0.2
2023-05,0.5360113261901729,-1.0
2023-06,-4.854223386126409,0.3
2023-07,-8.654293166376945,-0.3
2023-08,-12.023139835361828,-0.8
2023-09,-13.204978502955779,-1.3
2023-10,-15.643433290582815,-0.5
2023-11,-15.492391396017451,-0.8
2024-01,-15.493244288306391,0.5
2024-02,-10.669581090840968,-1.4
2024-03,-7.9847423362745165,0.4
2024-04,-4.141771805166673,-0.2
2024-05,-2.9896928735642696,0.5
2024-07,-3.82716847801524,-0.7
2024-08,-2.287743679498901,0.9
2024-09,-5.058869015304991,-0.1
2024-12,-2.5178544427200134,1.2
