Year-Month,monthly_anomaly,Value,Smooth_Value
2010-02,-6.538936321275212,-1.5,-0.639891240792322
2010-03,0.5717905993817239,0.7,0.01359964068467534
2010-06,1.6702626049136138,0.4,1.1402902916886717
2010-07,1.6928912627782173,1.8,1.4692567370828828
2010-10,-12.559058405523535,1.7,1.9321060537712973
2010-11,-8.242920665549914,1.3,2.0680184359205867
2011-02,-5.229916353764172,2.7,2.4253285725820106
2011-03,-2.867529493255711,2.5,2.1330970884837077
2011-05,-3.6395120331783533,0.4,1.0169432921454769
2011-08,-2.414221845828269,0.4,0.6516513470284173
2011-10,-1.4329896959482027,0.8,1.0712605588084962
2011-11,-0.026691802826353618,1.1,1.3178896869862748
2012-01,0.7625113283187012,1.1,1.2059962205692583
2012-02,1.2358711117964598,0.5,0.8291978884455107
2012-04,1.6275578071310755,-0.3,0.18500898794159426
2012-06,-3.3048135350043277,0.4,0.05943381364569758
2013-01,-1.0148191922422842,-0.1,0.0008938703072879153
2013-05,-3.6983233051565505,0.8,0.8064724511421395
2013-06,-6.969571508727801,1.2,0.8216744786762366
2013-08,-8.743006667662046,0.2,0.4551861576351097
2013-11,-5.764745499046968,0.7,0.38369459001891676
2013-12,-3.6220839695614804,0.1,0.5124324723812641
2014-02,3.2904789450613268,0.1,0.6908612920560041
2014-03,7.783140474546811,0.9,0.7183132235971011
2014-04,7.157863894388205,0.8,0.6460853225546503
2014-05,4.873934514782782,0.5,0.4445705855486947
2014-07,4.445881354465564,-0.2,-0.1828188571475681
