Year-Month,monthly_anomaly
1999-12,-17.407722968200346
2000-04,-5.5195292656254304
2000-05,-0.05092226385231354
2000-08,2.6429424537541926
2000-09,-0.6405262514880853
2000-10,-1.3312006970864603
2001-01,-4.383046905790525
2001-06,6.22849493990704
2001-09,5.3057112312029755
2001-12,-1.4505803011905245
2002-03,-1.0334525739401148
2002-05,-0.9783066510913335
2002-06,2.0025996436663878
2002-07,-0.15097322824255444
2002-08,-4.9221867475303585
2002-10,-10.114470500992148
2002-11,-10.47873869659052
2003-01,-7.2850511070750725
2003-08,-0.9921274779794781
2003-11,0.6142878597899711
2003-12,2.860472811570458
2004-01,3.871308782638748
2004-02,5.1665535966842775
2004-03,4.029579705487529
2004-05,12.63318004982493
2004-06,15.180282942381838
2004-07,17.941676227495655
2004-08,17.811523934098098
2004-10,19.855574788079398
2005-01,13.811765015329806
2005-02,15.447671310087529
2005-06,20.292684498762327
2005-11,5.468882639217614
2006-01,-6.0427150771236
2006-04,-1.9333241962173462
2006-05,-2.462278572948241
2006-07,-0.8570649641449872
2006-08,0.7446079671422069
2006-09,-2.1709690513419377
2006-11,-1.8985074710685648
2006-12,-2.2359709903563707
2007-01,1.3336680531958653
2007-04,11.374302614985094
2007-07,7.167933550154475
2007-08,3.6784270205940843
2007-10,-0.1884383483862422
2007-11,-1.59725174802141
2008-06,1.4230209562526368
2008-08,-4.982033076625962
2008-09,-9.403537781156366
2008-11,-8.52497259866368
2008-12,-9.635298063549861
2009-03,-8.211157326655554
2009-09,-18.530174614783554
2009-10,-10.835995577397016
2009-11,-15.347172615972624
2009-12,-9.024219468593763
2010-02,-2.5974407220555484
2010-03,1.198535896391604
2010-05,11.970035985907051
2010-06,11.05965579995258
2011-02,3.3617144164527812
2011-03,5.71249830418774
2011-05,-0.889715125584615
2011-07,-1.9135640167813641
2011-08,-4.933491055356973
2011-10,-14.23594929917486
2011-11,-13.939105504417135
2012-02,-7.879548100856159
2012-03,-6.320204306098436
2012-04,-6.326657363961851
2012-06,-7.1161677358707935
2012-11,-8.31892792874884
2013-01,-3.3685105526226478
2013-05,0.36340176128611795
2013-06,-4.83628786223014
2013-08,-1.2233923640846152
2013-10,-3.2357998434366486
2013-11,-1.3271175293911146
2013-12,1.883372098699942
2014-02,7.173900845238153
2014-07,6.660445328670673
2014-11,2.683825693656042
2015-01,18.8584642455678
2015-06,10.767008276247912
2015-07,2.376284385051162
2015-08,-13.763594770737873
2015-10,-14.487131306867052
2015-12,-10.01303830782689
2016-01,-2.044233586758595
2016-04,6.521800390491813
2016-11,-31.47311192421978
2017-07,-17.37588741756024
2017-09,-6.746058246005748
2017-12,1.9928741575552322
2018-04,10.65109270229935
2018-05,5.517558892827496
2018-07,-11.26386008314733
2018-12,-12.259515952730949
2019-01,-13.31552113868542
2019-03,-4.358396049169971
2019-05,-1.3309219789423266
2019-06,0.26685931581539163
2019-07,-0.7646313414431025
2019-10,-7.375421799911435
2019-11,-7.3460597647976105
2020-01,-15.071452915638261
2020-02,-13.942351297191106
2020-03,-12.748666345410617
2020-07,-10.792335470781353
2020-09,-10.761789434079898
2021-01,-15.407764878545578
2021-04,-12.32612414165127
2021-05,-5.939733494272406
2021-06,-4.251186552135819
2022-01,24.010970801681612
2022-05,19.838675885797514
2022-06,17.065173337578
2022-08,10.072470279714587
2022-09,9.34452240780564
2022-10,4.203709952563365
2022-11,0.9349456688097083
2022-12,0.8418949491015811
2023-02,-1.976554196917121
2023-03,-1.9979916521593963
2023-05,-0.5214902437764649
2023-06,-1.268154272708173
2023-07,-1.3381881156854087
2023-09,-3.770853373969151
2023-10,-7.366753074389479
2024-02,-16.315732941270234
2024-03,-15.763679933934194
2024-04,-19.876731972509802
2024-05,-19.786104334774837
2024-06,-14.755927206683786
2024-07,-10.392382902282156
2024-08,-3.226891955323624
2024-11,6.07423966885226
2025-02,13.362294494355242
2025-03,18.746393475067435
2025-04,20.133828426847924
2025-05,23.088969074226785
2025-06,23.503799859340603
2025-07,21.823977866676646
2025-08,20.510716615522718
2025-09,14.103289576947112
2025-12,12.148992813841422
