Year-Month,monthly_anomaly,Value,Smooth_Value
2000-05,2.9657881946615916,0.4,0.7052965307330857
2000-07,3.109695303461553,-0.2,0.5998554901604137
2000-10,2.7184833700481668,1.1,0.9873674697231403
2000-11,1.27196434018798,1.8,1.0866514544031807
2000-12,1.7880543248617309,0.8,1.1013832209937968
2001-02,7.189632802247559,1.7,0.918777571991869
2001-03,8.352755538917794,0.9,0.7043952103670074
2001-06,12.734575789402392,0.3,0.07658308652256224
2001-08,6.169484532390744,-0.4,-0.04064414263733944
2001-09,2.8392812070344626,0.2,-0.006870112245616438
2001-10,1.878610714048911,-0.0,0.0508568996238251
2002-01,2.4644616553425664,0.4,0.2031073164342442
2002-02,14.338603860122427,1.1,0.20071278544683566
2002-05,10.047761705221909,-0.8,-0.1827389818089669
2002-08,0.9574265334010901,-1.0,-0.557907683548359
2002-10,2.7079295773257224,-0.4,-0.6231317347687828
2002-12,-4.310373830362548,-1.1,-0.5543571368426496
2003-01,-2.8302510936923113,-0.2,-0.45249899873151095
2003-05,-1.8533240731846332,-0.3,0.026697666257798364
2003-07,1.0060162300034545,0.3,0.13020376716983972
2003-08,-0.07195528582138093,0.1,0.12182375246661391
2003-09,0.1426201759340008,-0.1,0.1017104665741795
2003-10,0.8973839460821945,0.0,0.09269217135815833
2003-11,0.8336772648885721,-0.3,0.10232425246318513
2003-12,0.5088760726746678,1.1,0.13114373855990422
2004-01,0.550600795238549,-1.3,0.14922494305717174
2004-02,0.8297390235650557,1.2,0.20000089995091794
2004-03,0.26713444003579684,0.4,0.217173930956258
2004-04,2.6252965534357515,-0.9,0.21016311525528858
2004-06,3.872837311283761,0.8,0.13258027181395865
2004-07,1.0119371666401984,-0.5,0.0008209385774929912
2004-08,-0.7448869016571833,-0.3,-0.14290392219614906
2004-10,-1.6895293855491054,-0.1,-0.4292531857642973
2005-02,-4.906757077176184,-3.1,-0.806632513415865
2005-04,2.4363941118604315,-0.6,-0.5661428288646643
2005-05,-5.188889790094476,-0.8,-0.3863888771202395
2005-07,-9.012109043922953,0.2,0.0016709763127542854
2005-08,-9.293004938128242,-0.3,0.16676715550807633
2005-09,-8.873979947824518,0.4,0.32819114688032336
2005-10,-8.196967325266922,1.2,0.46606776703434305
2005-11,-0.40247454301450636,-0.2,0.565958970983785
2006-02,1.3352865950086295,0.1,0.7664115126886586
2006-04,-0.8309946910846714,1.1,0.5035695520823653
2006-06,1.395889299340121,0.2,-0.06326321198930013
2006-07,-0.9801326754076705,-0.6,-0.32734792072369495
2006-09,-3.54507493833779,-0.6,-0.6214222915363693
2006-10,-6.212486037551769,-1.3,-0.6344703027433165
2007-03,-7.823881003885447,0.2,-0.16399430184143654
2007-04,7.948341393859657,-0.1,-0.0739605235186841
2007-05,10.165680418315953,-0.1,0.013244605348805238
2007-06,4.431753600695597,0.5,0.11133041893670033
2007-09,2.018633761802976,0.2,0.6001513743682013
2008-01,14.17244286846103,1.8,1.439964863408059
2008-02,15.086570817667834,2.6,1.4192191009040003
2008-05,19.4580700856843,-0.1,0.8484546941890161
2008-06,17.488257934344347,0.6,0.7656351746905473
2008-10,-0.038445117851184665,1.3,1.1434703822063945
2009-01,2.1425949233068855,1.1,1.197336671520412
2009-03,-1.2274199787409374,0.4,0.8689652381344863
2009-05,-4.588171238046301,-0.1,0.39510483651138695
2009-06,-5.420841134828876,0.1,0.17593206362962072
2009-09,-8.211807336797705,0.3,-0.41884814715838053
2010-01,-3.3370915357562088,-1.1,-0.589129186251086
2010-05,6.807691412635913,0.9,0.7725242339369671
2010-06,4.63139251233748,0.4,1.0985784069402929
2010-07,-2.400086232853467,1.8,1.4122056871946334
2010-11,-13.046107273450424,1.3,2.1568579148420213
2010-12,-13.854648450334697,2.9,2.2492147414118793
2011-03,-13.408003917469179,2.5,1.904666524391727
2011-04,-4.8313832945580035,1.9,1.5835296174929798
2011-05,-3.289314648916265,0.4,1.2494432349886826
2011-08,3.3187428542634425,0.4,0.8551994327592396
2011-09,1.3895273594972577,1.0,0.9139400419804333
2012-03,-2.4099140769372362,0.7,0.5678513891090204
2012-04,0.21888740660743847,-0.3,0.36094910773111855
2012-05,0.3535406347744923,0.0,0.21120555873020017
2012-07,-2.1651712104203247,-0.0,0.04742877349213751
2012-08,-3.313922836251923,-0.2,0.01320432503503938
2013-01,-4.010945456442032,-0.1,0.1529094260357312
2013-02,-3.6643099417426845,-0.2,0.2972384085535865
2013-03,6.85144861650521,1.5,0.4601322434909978
2013-04,10.923998398497876,0.2,0.5731013050027585
2013-05,5.311168751024978,0.8,0.6463914528190591
2013-06,1.4467286990810753,1.2,0.661998500224929
2013-07,1.0355824539030196,0.8,0.6135490120842552
2013-09,0.5771416890857676,0.3,0.4760472284974868
2013-11,-3.7857534352792963,0.7,0.49269404392449356
2013-12,-0.21941611231297514,0.1,0.5459151448796871
2014-01,1.7251641183101836,1.4,0.6013805247048787
2014-02,1.2085834731488936,0.1,0.6084854039016595
2014-03,-0.06856707525915832,0.9,0.5770939345100171
2014-04,-0.15167820955666397,0.8,0.4785693679182971
2014-05,-0.1022286527141368,0.5,0.3087243777634481
2014-06,-0.9634654882126739,0.2,0.08770934479694725
2014-07,-3.2319883218275725,-0.2,-0.14984256729770234
2014-08,-4.77676452896808,-0.7,-0.3607959028795338
2014-09,-5.379884333428448,-0.7,-0.5058129678924674
2014-10,-5.642864443110058,-0.6,-0.5712395257477489
2014-12,-9.045988487097556,-0.6,-0.46969472802571655
2015-01,-6.712457190745361,-0.8,-0.33506237684231677
2015-02,-5.755596402052797,0.2,-0.1932061770296521
2015-04,-1.7011736367632202,-0.0,-0.1547789720188033
2015-05,-1.1595165859677699,-0.7,-0.28506813776271644
2015-06,0.42055213810745656,0.6,-0.4799067478636654
2015-07,-10.03403884490657,-1.1,-0.7414429818090997
2015-08,-11.353535966663223,-1.4,-0.9900579081851357
2015-09,-11.816659898935955,-1.6,-1.1732813947949197
2015-12,-15.796844331240123,-0.6,-1.278118396293047
2016-01,-10.290535202228815,-2.2,-1.217248366698978
2016-03,0.6705820899834875,0.1,-0.7525356971465222
2016-04,8.648600302376503,-1.2,-0.434795339431884
2016-05,6.719359660160698,0.4,-0.1014503432212702
2016-06,5.604301401909964,0.6,0.17470971522556433
2016-08,-1.9230636519342943,0.7,0.4483912568699395
2016-09,-6.639520110011381,1.2,0.44378803069384665
2016-10,-14.949116995919695,-0.3,0.36459983300662113
2016-12,-14.397139054013548,0.3,0.23936310744370476
2017-01,-13.430924882255598,0.2,0.21692962437788726
2017-03,-9.197926005532327,0.9,0.25517769716235794
2017-04,-11.49862337543543,-0.2,0.29235798852051176
2017-05,-7.814105283364048,0.3,0.3584755729621615
2017-06,-7.172385278004825,0.4,0.4411314833263501
2017-07,-7.858672200352078,0.8,0.5234991676917902
2017-08,-5.994451956023617,0.5,0.5856377287871604
2017-10,-6.1759065069930275,0.9,0.6467227363081632
2017-12,-5.119137270333271,-0.1,0.5974888326575806
2018-02,-5.503453229629554,-0.5,0.5391702481235088
2018-03,-0.9631716912737947,1.5,0.5137007472359152
2018-05,-3.9897745748460247,0.4,0.32429642681507254
2018-06,-4.1182951188230446,0.1,0.1947980026961269
2018-07,-3.9950590006860036,0.2,0.07396523871459747
2018-08,-6.107453365220993,-0.3,-0.020049283348166018
2018-09,-4.6079098232980815,-0.9,-0.05955002966996981
2018-10,-3.912568436222263,0.4,-0.0380384460202951
2018-12,-4.8736360922997255,1.0,-0.007362006601618197
2019-02,-3.251406875397244,-1.4,-0.10313354217818478
2019-03,0.5351657689507857,0.3,-0.1088214399780781
2019-04,3.553706728873099,0.1,-0.11832666483368122
2019-05,4.168615947131017,-0.4,-0.14920513821124495
2019-06,5.9220568922832255,0.5,-0.2024817795701433
2019-08,4.22431266684848,-0.1,-0.403097116926817
2019-09,3.1466108785276212,-1.2,-0.4917952289452355
2019-10,-5.027488796493857,-0.4,-0.5158504798383098
2019-11,-4.520113700939557,-0.8,-0.4804711313507992
2020-01,-1.0744984763809373,0.2,-0.24134807252314394
2020-02,-0.09803109574136297,-0.1,-0.09536382754269421
2020-03,1.6397394325482921,0.1,0.05214727276315601
2020-04,1.762225915513875,0.2,0.19712234460366723
2020-05,-1.197940408954832,0.4,0.33912176079117723
2020-06,-2.0263576454112173,0.4,0.4779237810698302
2020-08,-4.45131179261614,1.1,0.7575865596212136
2020-09,-4.739492112798908,0.9,0.8789226479331299
2020-11,-1.8844322869006556,0.7,1.0998444909023553
2020-12,0.5694021557122831,1.8,1.1813613687835618
2021-01,-0.009214737927789826,1.9,1.1765353282296869
2021-02,4.395245853660268,1.5,1.0743538166735283
2021-03,8.6590032008149,0.4,0.9185827299341592
2021-04,6.92702026478187,0.3,0.7852165416644682
2021-05,3.233235812477278,0.5,0.7109842873913871
2021-06,3.371469141501154,0.4,0.6958759463743242
2021-07,5.506980834354361,1.4,0.7239064373781611
2021-08,5.3696447596067625,0.6,0.7566878917344309
2021-09,3.484402951528627,0.8,0.807024099150673
2021-11,3.5020443672237858,1.0,0.9635884504091587
2022-02,5.39249386005045,1.1,1.2556799842155193
2022-03,9.266846300022646,1.8,1.3580695176207083
2022-04,10.546782333682964,1.7,1.4166606355448101
2022-05,12.173363472776224,1.4,1.427515057602842
2022-06,12.372434061063554,1.7,1.4081480606562695
2022-07,9.479586627981051,0.8,1.3739915687484427
2022-08,7.339868386570281,1.0,1.3625756083174736
2022-09,3.7911423037599103,1.6,1.3679693862898519
2023-01,6.624230761074439,1.4,1.092880382957666
2023-02,13.049611782302767,1.4,0.8475726364315467
2023-03,9.327469328087783,0.2,0.5327702988070752
2023-04,4.194893809092267,0.2,0.21156314517137426
2023-05,2.308330575805054,-1.0,-0.07815536007086575
2023-06,0.8347132640986707,0.3,-0.29936727716138184
2023-08,-5.488235050989318,-0.8,-0.6220139996122056
2023-09,-7.87504509401404,-1.3,-0.6842503057718146
2023-10,-8.31287215330683,-0.5,-0.6584417479306158
2023-11,-7.8315416835631755,-0.8,-0.5780899515752352
2023-12,-8.189884027120991,-0.2,-0.4646998359951456
2024-01,-8.032934709398962,0.5,-0.35657864491715047
2024-02,-4.821070037244855,-1.4,-0.2719913907474359
2024-04,-2.3277927997718337,-0.2,-0.07245831040083617
2024-05,-4.8572681759943475,0.5,0.007584323094110772
2024-06,-6.366201306524569,0.0,0.07003881359927747
2024-07,-8.211495178048455,-0.7,0.14644589617933937
2024-08,-6.5041557353185695,0.9,0.2630431892638558
2024-09,-7.4462734837182385,-0.1,0.38197811497442197
2024-10,-8.051018968145351,0.5,0.5136264431912305
2024-12,-4.758879087801313,1.2,0.7095592241272183
